timestamp,open,high,low,close,volume
2018-01-01 09:15:00+05:30,914.04,914.04,912.4,913.89,17219
2018-01-01 09:16:00+05:30,913.84,913.89,913.19,913.34,13270
2018-01-01 09:17:00+05:30,912.85,912.95,912.15,912.4,18072
2018-01-01 09:18:00+05:30,912.4,913.14,912.4,912.55,9310
2018-01-01 09:19:00+05:30,912.4,913.05,912.4,912.95,9612
2018-01-01 09:20:00+05:30,912.95,912.95,911.91,912.45,25010
2018-01-01 09:21:00+05:30,912.35,913.1,912.35,912.45,8081
2018-01-01 09:22:00+05:30,912.45,912.85,912.35,912.55,16568
